Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,antisymmetricProperty,correlatedWith,curator note,definition,definitionEditor,definitionSource,editorNote,editorPreferedTerm,elucidation,exampleOfUsage,expand assertion to,expandExpressionTo,first order logic expression,has associated axiom(fol),has associated axiom(nl),has axiom label,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,hasAge,hasCurationStatus,hasDiagnostic,hasFinances,hasGender,hasMaritalStatus,hasMinimalInformation,hasObsolescenceReason,hasPercentageDistribution,hasRace,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/coverage,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/relation,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/elements/1.1/type,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,importedFrom,in branch,is allocated id range,isDenotatorType,may be identical to,measures,OBO foundry unique label,ontology term requester,ro:locatedIn,ro:locationOf,ro:participatesIn,ro:partOf,scheduled for obsoletion on or after,term replaced by,term tracker item
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gender,Gender,,The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Personal_Attribute,,,,,The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Gender,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#HighSchoolStudent,High School Student,,is a person that participates in a course of study at a secondary learning institution.,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/65853000,,,,,is a person that participates in a course of study at a secondary learning institution.,,,,,,A freshman in high school.,,,,,,,,,,,,,,,,,,,,,,clip:HighSchoolStudent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/RCD/Ua0IS,Household Composition,,,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Personal_Attribute,"Lives with
LW - Lives with",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD:Ua0IS,,,,,,,,,,,,,,,,,,,,,"Read Codes, Clinical Terms Version 3 (CTV3)",,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19015,Risk Estimate,,The probability that an event will occur. It encompasses a variety of measures of the probability of a generally unfavorable outcome.MSH2001,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19044,absolute risk,,,,The probability that an event will occur. It encompasses a variety of measures of the probability of a generally unfavorable outcome.MSH2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C19015,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/HP_0000718,Aggressive Behavior,,"Aggressive behavior can denote verbal aggression, physical aggression against objects, physical aggression against people, and may also include aggression towards oneself.",false,,,http://purl.bioontology.org/ontology/CSP/2483-6266,"Aggression
Aggressive behaviour
Aggressiveness",,,,"Aggressive behavior can denote verbal aggression, physical aggression against objects, physical aggression against people, and may also include aggression towards oneself.",,,,,,,,,,,,,,,,,,,,,,,,,,,,j.0:HP_0000718,,,,,,,,,,,,,,,,,,,,,Human Phenotype Ontology,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Activity,Activity,,An active process; excludes processes and mechanisms which fulfill biological functions.,false,,,http://www.w3.org/2002/07/owl#Thing,,,,,An active process; excludes processes and mechanisms which fulfill biological functions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Activity,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#belongingness,Belongingness,,Belongingness is the human emotional need to be an accepted member of a group.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,,,,,Belongingness is the human emotional need to be an accepted member of a group.,,http://en.wikipedia.org/wiki/Belongingness,,,,,,,,,,,,,,,,,,,,,,,,,,clip:belongingness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hispanic,hispanic or latino,,"A person of Mexican, Puerto Rican, Cuban, Central or South American or other Spanish culture or origin, regardless of race. An arbitrary ethnic classification.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17049,"Hispanic
Spanish Origin
Hispanic Populations
Latino Population
Hispanics or Latinos",,,,"A person of Mexican, Puerto Rican, Cuban, Central or South American or other Spanish culture or origin, regardless of race. An arbitrary ethnic classification.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Hispanic,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C35041,Stress,,"the biological response to noxious, demanding, or unpleasant stimuli or conditions; do not confuse stress with STRESSOR, which is the stimulus.CSP2003

A pathological process resulting from the reaction of the body to external forces and abnormal conditions that tend to disturb the organism's homeostasis.MSH2003_2003_05_12

The response of the body to physical, mental, or emotional pressure. This may make a person feel frustrated, angry, or anxious, and may cause unhealthy chemical changes in the body. Untreated, long-term stress may lead to many types of mental and physical health problems.NCI-GLOSS",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4876,,,,,"the biological response to noxious, demanding, or unpleasant stimuli or conditions; do not confuse stress with STRESSOR, which is the stimulus.CSP2003

A pathological process resulting from the reaction of the body to external forces and abnormal conditions that tend to disturb the organism's homeostasis.MSH2003_2003_05_12

The response of the body to physical, mental, or emotional pressure. This may make a person feel frustrated, angry, or anxious, and may cause unhealthy chemical changes in the body. Untreated, long-term stress may lead to many types of mental and physical health problems.NCI-GLOSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C35041,,,,,,,,,,,,,,,,,,,,,NCI Thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#DepartmentOfTheArmy,Department of the Army,,The Department of the Army (DA) is one of the three military departments within the Department of Defense of the United States of America.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Department_of_Defense,DA,,,,The Department of the Army (DA) is one of the three military departments within the Department of Defense of the United States of America.,,http://en.wikipedia.org/wiki/United_States_Department_of_the_Army,,,,,,,,,,,,,,,,,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Department_of_Defense,clip:DepartmentOfTheArmy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Department_of_Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20181,Conceptual Entity,,An organizational header for concepts representing mostly abstract entities.,false,,,http://www.w3.org/2002/07/owl#Thing,,,,,An organizational header for concepts representing mostly abstract entities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C20181,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#InsomniaSeverityIndex,Insomnia Severity Index,,"ISI which has a 7-item index of insomnia severity using a 5-point scale that measures perceived severity of problems with sleep onset, sleep maintenance, and early morning awakenings; dissatisfaction with current sleep patterns; extent of interference with daily functioning; noticeable impairment in functioning; and extent of worry and anxiety associated with sleep patterns.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,ISI,,,,"ISI which has a 7-item index of insomnia severity using a 5-point scale that measures perceived severity of problems with sleep onset, sleep maintenance, and early morning awakenings; dissatisfaction with current sleep patterns; extent of interference with daily functioning; noticeable impairment in functioning; and extent of worry and anxiety associated with sleep patterns.",,"Bastien, Vallieres, & Morin, 2001",,,,,,,,,,,,,,,,,,,,,,,,,,clip:InsomniaSeverityIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNMI/C0337783,Upper Class Economic Status,,,false,,,http://purl.bioontology.org/ontology/SNMI/C0337781,Upper income status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNMI:C0337783,,,,,,,,,,,,,,,,,,,,,"Systematized Nomenclature of Medicine, International Version",,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sleep_Disorder,Sleep Disorder,,"A change from the patient's baseline sleeping pattern, either an increase or a decrease in the number of hours slept. This can also refer to alterations in the stages of sleep.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Psychiatric_Disorder,"SLEEP DISTURBANCES
Sleep Disturbance
DISTURBANCES, SLEEP
parasomnia",,,,"A change from the patient's baseline sleeping pattern, either an increase or a decrease in the number of hours slept. This can also refer to alterations in the stages of sleep.",,"NICHD
FDA",,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Sleep_Disorder,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C40994,Sex Distribution,,A description of the distribution of a trait between sexes in a population; number of males and females in a given population.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C20189,,,,,A description of the distribution of a trait between sexes in a population; number of males and females in a given population.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C40994,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34423,Bipolar Disorder,,A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mood_Disorder,"Manic-Depression
Manic Depressive Disorder",,,,A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,,NICHD,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C34423,,,,,,,,,,,,,,,,,,,,,NCI Thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89332,Eating Disorder,,A broad group of psychological disorders with abnormal eating behaviors leading to physiological effects from overeating or insufficient food intake.,false,,,http://purl.bioontology.org/ontology/CSP/2483-6266,,,,,A broad group of psychological disorders with abnormal eating behaviors leading to physiological effects from overeating or insufficient food intake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C89332,,,,,,,,,,,,,,,,,,,,,NCI Thesaurus,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000225,obsolescence reason specification,,The reason for which a term has been deprecated. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,The reason for which a term has been deprecated. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.,PERSON: Alan Ruttenberg|PERSON: Melanie Courtot,,"The creation of this class has been inspired in part by Werner Ceusters' paper, Applying evolutionary terminology auditing to the Gene Ontology.",obsolescence reason specification,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,IAO:0000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#ISI-3,ISI-3,,is a ISI index that measures problems associated with early morning awakenings.,false,,,http://purl.org/net/miCLIP#InsomniaSeverityIndex,,,,,is a ISI index that measures problems associated with early morning awakenings.,,"(ISI, Bastein, Vallieres, & Morin, 2001)",,,,,,,,,,,,,,,,,,,,,,,,,,clip:ISI-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36278,Finding by Site or System,,A term that refers to the classification of a clinical or laboratory finding according to the anatomic site or system that is involved.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Finding,,,,,A term that refers to the classification of a clinical or laboratory finding according to the anatomic site or system that is involved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C36278,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/35991009,Aversion,,,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mental_and_Behavioral_Signs_and_Symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED-CT,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53230,Parametric Test,,"In statistical inference procedures (hypothesis tests and confidence intervals), parametric procedures are those that incorporate assumptions about population parameters.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53228,,,,,"In statistical inference procedures (hypothesis tests and confidence intervals), parametric procedures are those that incorporate assumptions about population parameters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53230,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Beck_Depression_Inventory,Beck Depression Inventory,,"A twenty-one question survey completed by a patient, with each answer scored on a scale of 0 to 3, designed to measure presence of depression.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,BDI,,,,"A twenty-one question survey completed by a patient, with each answer scored on a scale of 0 to 3, designed to measure presence of depression.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Beck_Depression_Inventory,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C75562,Part Time Employment,,Employment involving less than the standard or customary working time.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25172,"Part-time Employment
Part Time",,,,Employment involving less than the standard or customary working time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C75562,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/MESH/D016014,Linear Models,,"Statistical models in which the value of a parameter for a given value of a factor is assumed to be equal to a + bx, where a and b are constants. The models predict a linear regression.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53237,"Linear Model
Linear Regressions
Log Linear Models
Log-Linear Model
Model, Linear
Model, Log-Linear
Models, Linear
Models, Log-Linear
Regression, Linear
Regressions, Linear
Linear Regression
Log-Linear Models",,,,"Statistical models in which the value of a parameter for a given value of a factor is assumed to be equal to a + bx, where a and b are constants. The models predict a linear regression.",,,,,,,,,,,,,,,,,,,,,,,,,,,,MESH:D016014,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#White,white,,"Denotes person with European, Middle Eastern, or North African ancestral origin who identifies, or is identified, as White.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17049,"Occidental
Caucasoid
Caucasians
Whites
Caucasian",,,,"Denotes person with European, Middle Eastern, or North African ancestral origin who identifies, or is identified, as White.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:White,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/LNC/MTHU000179,Patient Health Questionnaire PHQ-9 Set,,"PHQ-9, which is a nine-item measure of depression severity corresponding to 
the nine criteria upon which is based on the diagnosis of DSM-IV depressive disorders. Items are scored from ‘0’ (not at all) to ‘3’ (nearly every day).",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,PANEL.SURVEY.PHQ9,,,,"PHQ-9, which is a nine-item measure of depression severity corresponding to 
the nine criteria upon which is based on the diagnosis of DSM-IV depressive disorders. Items are scored from ‘0’ (not at all) to ‘3’ (nearly every day).",,,,,,,,,,,,,,,,,,,,,,,,,,,,LNC:MTHU000179,,,,,,,,,,,,,,,,,,,,,Logical Observation Identifier Names and Codes,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Professional_Organization,Professional Organization,,A formal group of people that exists to further a particular profession.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Population_Group,"ORG
Organizational
Other Agency or Organization
Organization
Outside Bodies",,,,A formal group of people that exists to further a particular profession.,,BRIDG,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Professional_Organization,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000078,curation status specification,,The curation status of the term. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,The curation status of the term. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value.,PERSON:Bill Bug,GROUP:OBI:<http://purl.obolibrary.org/obo/obi>|OBI_0000266,Better to represent curation as a process with parts and then relate labels to that process (in IAO meeting),curation status specification,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000125,,,,,,,,,,IAO:0000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/66936004,Identity Disorder,,,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Psychiatric_Disorder,"Identity problem
Identity disorder (disorder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED clinical terms,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000005,import ontology module,,A subset ontology module that is intended to be imported from another ontology.,false,,,http://purl.obolibrary.org/obo/IAO_8000006,import file,,,,A subset ontology module that is intended to be imported from another ontology.,,,TODO: add axioms that indicate this is the output of a module extraction process.,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000005,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:56:47Z,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#LivesWithOthers,Lives with Others,,,false,,,http://purl.bioontology.org/ontology/RCD/Ua0IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clip:LivesWithOthers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C27551,Disorder by Site,,A term that refers to the classification of a  disorder according to the anatomic site that is involved in the pathologic process.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diseases_and_Disorders,Disease by Site,,,,A term that refers to the classification of a  disorder according to the anatomic site that is involved in the pathologic process.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C27551,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34890,Panic Disorder,,An anxiety disorder characterized by multiple unexpected panic attacks with persistent concern of recurring attacks. Panic disorder may or may not be accompanied by agoraphobia.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anxiety_Disorder,,,,,An anxiety disorder characterized by multiple unexpected panic attacks with persistent concern of recurring attacks. Panic disorder may or may not be accompanied by agoraphobia.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C34890,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sample_Study_Population,Sample Study Population,,The population from which study subjects are recruited.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Population_Group,,,,,The population from which study subjects are recruited.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Sample_Study_Population,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Locality,,http://purl.org/net/miCLIP#ClinicalPsychologyActivity,,,,
http://purl.obolibrary.org/obo/IAO_8000004,bridge ontology module,,"An ontology module that consists entirely of axioms that connect or bridge two distinct ontology modules. For example, the Uberon-to-ZFA bridge module.",false,,,http://purl.obolibrary.org/obo/IAO_8000000,,,,,"An ontology module that consists entirely of axioms that connect or bridge two distinct ontology modules. For example, the Uberon-to-ZFA bridge module.",,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000004,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:56:23Z,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000015,template generated ontology module,,An ontology module that is automatically generated from a template specification and fillers for slots in that template.,false,,,http://purl.obolibrary.org/obo/IAO_8000014,,,,,An ontology module that is automatically generated from a template specification and fillers for slots in that template.,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000015,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T21:21:21Z,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25172,Employment,,The state of being engaged in an activity or service for wages or salary; the occupation for which you are paid.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Personal_Attribute,,,,,The state of being engaged in an activity or service for wages or salary; the occupation for which you are paid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C25172,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#BehavioralHealthMeasure,Behavioral Health Measure,,"Behavioral health measure is a 20-item self-report questionnaire that uses Likert rating scales to the three domains of mental health treatment: wellbeing, psychological symptoms, and life functioning. Each item has a 5-point scale ranging from 0 to 4, with higher scores indicating better health.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,BHM,,,,"Behavioral health measure is a 20-item self-report questionnaire that uses Likert rating scales to the three domains of mental health treatment: wellbeing, psychological symptoms, and life functioning. Each item has a 5-point scale ranging from 0 to 4, with higher scores indicating better health.",,"CelestHealthSolutions, 2008",,,,,,,,,,,,,,,,,,,,,,,,,,clip:BehavioralHealthMeasure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C77960,Fear,,A feeling of apprehension that one may be in danger.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,"Fearful
Fearfulness",,,,A feeling of apprehension that one may be in danger.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C77960,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#WisconsinCardSortTest,Wisconsin Card Sort Test,,"The Wisconsin Card Sorting Test (WCST) is a neuropsychological test of ""set-shifting"", i.e. the ability to display flexibility in the face of changing schedules of reinforcement.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,"WCST
Wisconsin Card Sorting Test",,,,"The Wisconsin Card Sorting Test (WCST) is a neuropsychological test of ""set-shifting"", i.e. the ability to display flexibility in the face of changing schedules of reinforcement.",,"Grant and Berg, 1948; Heaton et al., 1993",,,,,,,,,,,,,,,,,,,,,,,,,,clip:WisconsinCardSortTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71559,Sample Statistic,,"A quantity, which value summarizes, represents, and/or characterizes a particular aspect of a sample. It is used to estimate a corresponding parameter of the population from which the sample was drawn.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83503,"Sample Measure
Statistic",,,,"A quantity, which value summarizes, represents, and/or characterizes a particular aspect of a sample. It is used to estimate a corresponding parameter of the population from which the sample was drawn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C71559,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Person,Person,,A human being.,false,,,http://www.w3.org/2002/07/owl#Thing,Individual,,,,A human being.,,"NICHD
BRIDG",,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Person,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53237,Regression Method,,"Regression analysis provides a ""best-fit"" mathematical equation for the relationship between the dependent variable (response) and independent variable(s) (covariates). There are two major classes of regression - parametric and non-parametric. Parametric regression requires choice of the regression equation with one or a greater number of unknown parameters. Linear regression, in which a linear relationship between the dependent variable and independent variables is posited, is an example. The aim of parametric regression is to find the values of these parameters which provide the best fit to the data. The number of parameters is usually much smaller than the number of data points. In contrast, the non-parametric regression requires no such a choice of the regression equation.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53228,Regression Analysis,,,,"Regression analysis provides a ""best-fit"" mathematical equation for the relationship between the dependent variable (response) and independent variable(s) (covariates). There are two major classes of regression - parametric and non-parametric. Parametric regression requires choice of the regression equation with one or a greater number of unknown parameters. Linear regression, in which a linear relationship between the dependent variable and independent variables is posited, is an example. The aim of parametric regression is to find the values of these parameters which provide the best fit to the data. The number of parameters is usually much smaller than the number of data points. In contrast, the non-parametric regression requires no such a choice of the regression equation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53237,,,,,,,,,,,,,,,,,,,,,NCI tesaurus,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000016,taxonomic bridge ontology module,,,false,,,http://purl.obolibrary.org/obo/IAO_8000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000016,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T21:28:15Z,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95555,Guilt,,A feeling of shame and sorrow based on the belief of having done something wrong or failing an obligation.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,"Guilty
Feeling Guilty",,,,A feeling of shame and sorrow based on the belief of having done something wrong or failing an obligation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C95555,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
